conversation_num,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,speaker_nickname,message,timestamp,message_lower_with_punc,num_words,num_chars,num_messages,sentiment,emotion
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,WMYaf3bkmkazHxy3z,next time  now ill try optimizing from the bottom and you from the top,2021-03-19T18:17:48.957Z,"next time - now i'll try optimizing from the bottom, and you from the top",14,70,1,"{'positive': 0.19726278, 'negative': 0.05014226, 'neutral': 0.7525949}",neutral
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,GJufzmoyi3WZ28acv,okay,2021-03-19T18:18:06.318Z,okay,1,4,1,"{'positive': 0.3777021, 'negative': 0.09237455, 'neutral': 0.5299234}",neutral
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,WMYaf3bkmkazHxy3z,good one,2021-03-19T18:18:45.556Z,good one,2,8,1,"{'positive': 0.7777098, 'negative': 0.029117592, 'neutral': 0.19317259}",neutral
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,WMYaf3bkmkazHxy3z,with optimizing maybe a good idea is to scan for students without restrictions first,2021-03-19T18:19:33.193Z,"with optimizing, maybe a good idea is to scan for students without restrictions first",14,84,1,"{'positive': 0.113817394, 'negative': 0.05228391, 'neutral': 0.83389866}",neutral
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,GJufzmoyi3WZ28acv,good idea,2021-03-19T18:19:48.339Z,good idea,2,9,1,"{'positive': 0.77992123, 'negative': 0.046692163, 'neutral': 0.17338662}",joy
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,GJufzmoyi3WZ28acv,thanks,2021-03-19T18:19:50.814Z,thanks,1,6,1,"{'positive': 0.6796337, 'negative': 0.041932717, 'neutral': 0.27843356}",neutral
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,WMYaf3bkmkazHxy3z,but ill still start everything from the bottom,2021-03-19T18:19:53.591Z,but i'll still start everything from the bottom,8,46,1,"{'positive': 0.14718963, 'negative': 0.15908298, 'neutral': 0.69372743}",neutral
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,WMYaf3bkmkazHxy3z,too bad they dont tell us the maximum possible score,2021-03-19T18:20:28.506Z,too bad they don't tell us the maximum possible score...,10,52,1,"{'positive': 0.009687148, 'negative': 0.82831395, 'neutral': 0.16199885}",sadness
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,WMYaf3bkmkazHxy3z,think were good,2021-03-19T18:20:56.903Z,think we're good?,3,15,1,"{'positive': 0.78198636, 'negative': 0.021284353, 'neutral': 0.19672929}",neutral
KRBxELippfQyYaYN8,1,Mixed,Low,Mixed,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],570.0,482.0,1.1825726141078838,GJufzmoyi3WZ28acv,yes,2021-03-19T18:21:08.188Z,yes,1,3,1,"{'positive': 0.48006815, 'negative': 0.102255344, 'neutral': 0.41767654}",neutral
GSCcdts6pAobAw7Tz,1,Mixed,Mixed,Mixed,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],476.0,76.0,6.2631578947368425,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
CqptbfExawp9HRNZv,1,High,Low,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],622.0,221.0,2.81447963800905,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
LTjZ32Rzst7kA4nWG,1,Low,Low,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],672.0,97.0,6.927835051546392,pv4ojfowCEKmCpdNR,seems pretty good,2021-03-19T18:07:19.111Z,seems pretty good,3,17,1,"{'positive': 0.93199277, 'negative': 0.0071863756, 'neutral': 0.060820855}",joy
LTjZ32Rzst7kA4nWG,1,Low,Low,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],672.0,97.0,6.927835051546392,CaosXRGffDjpuahfh,ok,2021-03-19T18:07:30.362Z,ok,1,2,1,"{'positive': 0.38478488, 'negative': 0.10943207, 'neutral': 0.505783}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,L62A52YXpD9wjNhQm,fun,2021-03-19T18:12:56.882Z,fun!,1,3,1,"{'positive': 0.6799181, 'negative': 0.043967977, 'neutral': 0.2761139}",joy
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,c3k89GNX4SyTdg9cj,best points for c and d is 103,2021-03-19T18:13:31.251Z,best points for c and d is 103,8,30,1,"{'positive': 0.5668078, 'negative': 0.010644362, 'neutral': 0.42254782}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,PC22n2Qtsx8Zigjap,we are averaging pretty good as of now,2021-03-19T18:13:51.498Z,we are averaging pretty good as of now,8,38,1,"{'positive': 0.9055218, 'negative': 0.0031732437, 'neutral': 0.09130502}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,L62A52YXpD9wjNhQm,i would put b in 101 and a in 102,2021-03-19T18:13:54.262Z,i would put b in 101 and a in 102,10,33,1,"{'positive': 0.08031146, 'negative': 0.01876321, 'neutral': 0.9009254}",joy
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,L62A52YXpD9wjNhQm,thats the highest point total,2021-03-19T18:14:00.287Z,thats the highest point total,5,29,1,"{'positive': 0.4575509, 'negative': 0.025528448, 'neutral': 0.5169206}",surprise
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,bqSZ7oA42R9KZKqn5,actually best for c and d is 105,2021-03-19T18:14:07.956Z,actually best for c and d is 105,8,32,1,"{'positive': 0.4096679, 'negative': 0.025760463, 'neutral': 0.5645717}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,L62A52YXpD9wjNhQm,g needs to move,2021-03-19T18:15:23.613Z,g needs to move,4,15,1,"{'positive': 0.051904067, 'negative': 0.44790295, 'neutral': 0.50019294}",sadness
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,PC22n2Qtsx8Zigjap,g is a problem,2021-03-19T18:15:38.675Z,g is a problem,4,14,1,"{'positive': 0.011092401, 'negative': 0.8428967, 'neutral': 0.14601094}",sadness
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,PC22n2Qtsx8Zigjap,we will need to shift everything to accomodate him,2021-03-19T18:15:43.397Z,we will need to shift everything to accomodate him,9,50,1,"{'positive': 0.07201091, 'negative': 0.10894017, 'neutral': 0.8190489}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,PC22n2Qtsx8Zigjap,what should we do,2021-03-19T18:15:45.059Z,what should we do,4,17,1,"{'positive': 0.069603726, 'negative': 0.07954041, 'neutral': 0.8508558}",fear
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,L62A52YXpD9wjNhQm,yea,2021-03-19T18:16:22.987Z,yea,1,3,1,"{'positive': 0.43048304, 'negative': 0.09316125, 'neutral': 0.47635573}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,PC22n2Qtsx8Zigjap,lets find the easiest way to meet this constraint without shifting everyone else,2021-03-19T18:16:37.168Z,lets find the easiest way to meet this constraint without shifting everyone else,13,80,1,"{'positive': 0.16916569, 'negative': 0.11881653, 'neutral': 0.71201783}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,c3k89GNX4SyTdg9cj,thats why it was better for c and d to be in 103,2021-03-19T18:17:05.441Z,thats why it was better for c and d to be in 103,13,48,1,"{'positive': 0.29992092, 'negative': 0.051667552, 'neutral': 0.6484115}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,c3k89GNX4SyTdg9cj,because of g,2021-03-19T18:17:14.626Z,because of g,3,12,1,"{'positive': 0.08218965, 'negative': 0.2348504, 'neutral': 0.6829599}",sadness
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,bqSZ7oA42R9KZKqn5,were good right now with no violation of constraints,2021-03-19T18:17:40.653Z,we're good right now with no violation of constraints,9,52,1,"{'positive': 0.7248892, 'negative': 0.012243447, 'neutral': 0.2628673}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,PC22n2Qtsx8Zigjap,the averages are pretty good,2021-03-19T18:17:43.638Z,the averages are pretty good,5,28,1,"{'positive': 0.9217739, 'negative': 0.005906868, 'neutral': 0.07231922}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,c3k89GNX4SyTdg9cj,looks alright,2021-03-19T18:17:50.979Z,looks alright,2,13,1,"{'positive': 0.56992614, 'negative': 0.030394461, 'neutral': 0.3996794}",neutral
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,bqSZ7oA42R9KZKqn5,is everyone clicking satisfied,2021-03-19T18:18:07.063Z,is everyone clicking satisfied,4,30,1,"{'positive': 0.31853876, 'negative': 0.039733592, 'neutral': 0.6417277}",joy
qnpgoBXH6DCS9FsNr,1,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],584.0,338.0,1.727810650887574,L62A52YXpD9wjNhQm,its hard to know if this is the best possible score or just one of the scenarios that accomodates them all,2021-03-19T18:18:15.489Z,its hard to know if this is the best possible score or just one of the scenarios that accomodates them all,21,106,1,"{'positive': 0.15225695, 'negative': 0.33406502, 'neutral': 0.513678}",neutral
F5cZAceaT8qzY5Qq9,1,Low,Low,Low,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],565.0,154.0,3.668831168831169,Arjf82ngH6tBD3yYz,stop moving people around if we dont have any conflicts,2021-03-19T18:16:27.405Z,stop moving people around if we don't have any conflicts,10,55,1,"{'positive': 0.015019851, 'negative': 0.5705554, 'neutral': 0.41442472}",neutral
ZqrTReWHf2f9BvmNg,1,Low,Low,Low,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],628.0,224.0,2.8035714285714284,XCa9ZmPjcrPmsmksA,nice,2021-03-19T18:29:06.792Z,nice,1,4,1,"{'positive': 0.6833011, 'negative': 0.06474684, 'neutral': 0.25195208}",neutral
vZ7JoqmTRwWdhoCGz,1,Low,Low,Low,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],628.0,114.0,5.508771929824562,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
fpe9mtaMKbq5v79KJ,1,Mixed,Mixed,Low,Low,High,2,Easy [Corresponds to 'Hard' in PNAS],477.0,134.0,3.5597014925373136,uYDd2s5hi2szf6XM2,looks good,2021-03-19T18:10:48.187Z,looks good,2,10,1,"{'positive': 0.8554173, 'negative': 0.014654778, 'neutral': 0.1299279}",joy
rLicrCiHMCtdK3vNR,1,Mixed,High,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],639.0,417.0,1.5323741007194245,PPzrdWarHASDu3BjJ,g is creating a problem,2021-03-19T18:15:37.100Z,g is creating a problem,5,23,1,"{'positive': 0.010545717, 'negative': 0.81722826, 'neutral': 0.17222594}",anger
rLicrCiHMCtdK3vNR,1,Mixed,High,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],639.0,417.0,1.5323741007194245,uTEpLgCYvQgXfLS5Z,i know stupid g haha,2021-03-19T18:15:49.679Z,"i know, stupid g haha",5,20,1,"{'positive': 0.03399139, 'negative': 0.8007507, 'neutral': 0.16525796}",anger
rLicrCiHMCtdK3vNR,1,Mixed,High,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],639.0,417.0,1.5323741007194245,uTEpLgCYvQgXfLS5Z,nice job,2021-03-19T18:18:17.834Z,nice job,2,8,1,"{'positive': 0.9009503, 'negative': 0.018808458, 'neutral': 0.08024125}",joy
25PJSrbtr8mkHTvcw,1,Mixed,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],604.0,559.0,1.0805008944543828,NiBqtamR7LYPByEoz,i think the next combination above 500 that works should be fine,2021-03-19T18:20:28.277Z,i think the next combination above 500 that works should be fine.,12,64,1,"{'positive': 0.69290054, 'negative': 0.011489641, 'neutral': 0.29560983}",joy
25PJSrbtr8mkHTvcw,1,Mixed,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],604.0,559.0,1.0805008944543828,NiBqtamR7LYPByEoz,i think 504 would still be ok,2021-03-19T18:22:33.265Z,i think 504 would still be ok?,7,29,1,"{'positive': 0.3423291, 'negative': 0.043852106, 'neutral': 0.6138188}",joy
25PJSrbtr8mkHTvcw,1,Mixed,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],604.0,559.0,1.0805008944543828,NiBqtamR7LYPByEoz,604100,2021-03-19T18:22:41.278Z,604-100,1,6,1,"{'positive': 0.22402172, 'negative': 0.1366894, 'neutral': 0.6392889}",neutral
25PJSrbtr8mkHTvcw,1,Mixed,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],604.0,559.0,1.0805008944543828,hF7iWkQvsomPnXY7S,sure,2021-03-19T18:22:50.937Z,sure,1,4,1,"{'positive': 0.41534325, 'negative': 0.09492476, 'neutral': 0.48973197}",neutral
asmpX3RzSmdrLfYJH,1,Mixed,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],611.0,226.0,2.7035398230088497,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
aeP2SCksPLw2BhR39,1,High,High,Low,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],528.0,273.0,1.934065934065934,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
gFBsmswF5AikXKpH6,1,Low,Low,Low,Low,High,1,Easy [Corresponds to 'Hard' in PNAS],620.0,120.0,5.166666666666667,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
xXEZh62pWEGduF2vc,1,Mixed,High,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],586.0,466.0,1.257510729613734,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
6HwoXL7xJaSXs4mYD,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],620.0,425.0,1.4588235294117646,wZRtMr5QvQ5hmh5QD,okay sorry i think i made it worse,2021-03-25T19:17:50.251Z,okay sorry i think i made it worse,8,34,1,"{'positive': 0.010799344, 'negative': 0.8443294, 'neutral': 0.14487123}",sadness
6HwoXL7xJaSXs4mYD,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],620.0,425.0,1.4588235294117646,wZRtMr5QvQ5hmh5QD,sec,2021-03-25T19:17:52.249Z,sec,1,3,1,"{'positive': 0.3066889, 'negative': 0.12577294, 'neutral': 0.56753814}",neutral
6HwoXL7xJaSXs4mYD,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],620.0,425.0,1.4588235294117646,debjrRKuNjw4XJWPs,not sure if there is anything to move at this point,2021-03-25T19:20:32.214Z,not sure if there is anything to move at this point,11,51,1,"{'positive': 0.02504069, 'negative': 0.41754067, 'neutral': 0.55741864}",neutral
6HwoXL7xJaSXs4mYD,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],620.0,425.0,1.4588235294117646,wZRtMr5QvQ5hmh5QD,i think that might be the best outcome,2021-03-25T19:20:33.894Z,i think that might be the best outcome,8,38,1,"{'positive': 0.8872891, 'negative': 0.01282593, 'neutral': 0.09988498}",joy
6HwoXL7xJaSXs4mYD,1,High,High,High,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],620.0,425.0,1.4588235294117646,wZRtMr5QvQ5hmh5QD,yeah i agree,2021-03-25T19:20:35.735Z,"yeah, i agree",3,12,1,"{'positive': 0.5079957, 'negative': 0.03033872, 'neutral': 0.46166554}",neutral
cKFf7W49dipqyHMSH,1,High,High,High,Mixed,Low,5,Easy [Corresponds to 'Hard' in PNAS],467.0,216.0,2.162037037037037,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
JeLG7nENLJEmR8koT,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],670.0,77.0,8.7012987012987,F6ELgeM2AbAzeuPsk,seems good to me,2021-03-25T19:08:02.044Z,seems good to me.,4,16,1,"{'positive': 0.9192996, 'negative': 0.009517423, 'neutral': 0.07118297}",joy
JeLG7nENLJEmR8koT,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],670.0,77.0,8.7012987012987,Fke5rc2Tm5d23gALB,this seems like a really great plan,2021-03-25T19:08:05.209Z,this seems like a really great plan,7,35,1,"{'positive': 0.9760118, 'negative': 0.005619343, 'neutral': 0.018368814}",joy
JeLG7nENLJEmR8koT,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],670.0,77.0,8.7012987012987,sEYn6RrjHvhdcYBX7,yeah,2021-03-25T19:08:07.264Z,yeah,1,4,1,"{'positive': 0.36310765, 'negative': 0.102039315, 'neutral': 0.53485304}",neutral
HyBshF2YurXNsHXzq,1,High,High,Mixed,High,High,3,Easy [Corresponds to 'Hard' in PNAS],535.0,35.0,15.285714285714286,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
3X2NKm3tXzQaYRDXy,1,High,High,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],458.0,131.0,3.49618320610687,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,JExngjqt9969ahXGB,it was right,2021-03-25T19:16:28.304Z,it was right,3,12,1,"{'positive': 0.4917943, 'negative': 0.06822168, 'neutral': 0.43998396}",neutral
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,JExngjqt9969ahXGB,thas corret,2021-03-25T19:16:38.229Z,tha's corret,2,11,1,"{'positive': 0.095240064, 'negative': 0.22544977, 'neutral': 0.67931014}",neutral
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,PWMNEYXDdmj9xZkMn,im satisfied,2021-03-25T19:16:43.625Z,i'm satisfied,2,12,1,"{'positive': 0.8988877, 'negative': 0.017554274, 'neutral': 0.08355803}",joy
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,kLebxbnPQEXFwcCG4,if you move a to 102 more points,2021-03-25T19:16:46.138Z,if you move a to 102 more points,8,32,1,"{'positive': 0.09685327, 'negative': 0.03486475, 'neutral': 0.8682819}",joy
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,PWMNEYXDdmj9xZkMn,too many issues moving a to 102,2021-03-25T19:17:07.266Z,too many issues moving a to 102,7,31,1,"{'positive': 0.012566961, 'negative': 0.8149008, 'neutral': 0.17253219}",neutral
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,GJgDkCZp7SeWNnb4j,looks good as is,2021-03-25T19:17:13.634Z,looks good as is,4,16,1,"{'positive': 0.9036357, 'negative': 0.00914791, 'neutral': 0.08721646}",joy
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,JExngjqt9969ahXGB,thats good,2021-03-25T19:17:16.029Z,thats good,2,10,1,"{'positive': 0.89078116, 'negative': 0.01661231, 'neutral': 0.09260653}",joy
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,PMH9puMsrB5hgahZ4,good over here,2021-03-25T19:17:22.693Z,good over here,3,14,1,"{'positive': 0.9502867, 'negative': 0.006312715, 'neutral': 0.04340064}",neutral
fCbTRhchYWvdgyw2w,1,High,High,High,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],460.0,141.0,3.2624113475177303,D9yWwAB6b8nivCdM7,yep,2021-03-25T19:17:31.169Z,yep,1,3,1,"{'positive': 0.40469405, 'negative': 0.08835398, 'neutral': 0.5069519}",neutral
LpsCFjwjjwFhMDijM,1,High,High,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],566.0,204.0,2.7745098039215685,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
2sRHSauFPHf7FHREn,1,High,Mixed,Mixed,High,High,9,Easy [Corresponds to 'Hard' in PNAS],486.0,46.0,10.565217391304348,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
NANN4WTAeApt8fNvB,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],493.0,84.0,5.869047619047619,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
C95S6tz3tCxgZgGDd,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],469.0,109.0,4.302752293577981,SmqQfLkSe3rHsRHkH,c and f musst be neighbors,2021-03-25T19:23:43.427Z,c and f musst be neighbors,6,26,1,"{'positive': 0.07989791, 'negative': 0.08057134, 'neutral': 0.8395308}",neutral
C95S6tz3tCxgZgGDd,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],469.0,109.0,4.302752293577981,9WauWAbF5Epeis28y,its good now,2021-03-25T19:24:15.718Z,it's good now,3,12,1,"{'positive': 0.7900774, 'negative': 0.016790826, 'neutral': 0.19313179}",joy
C95S6tz3tCxgZgGDd,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],469.0,109.0,4.302752293577981,JmeQK92SN5H3Peham,good,2021-03-25T19:24:25.182Z,good,1,4,1,"{'positive': 0.65121794, 'negative': 0.07108638, 'neutral': 0.27769563}",neutral
C95S6tz3tCxgZgGDd,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],469.0,109.0,4.302752293577981,SmqQfLkSe3rHsRHkH,good,2021-03-25T19:24:28.393Z,good,1,4,1,"{'positive': 0.65121794, 'negative': 0.07108638, 'neutral': 0.27769563}",neutral
C95S6tz3tCxgZgGDd,1,High,Low,Low,Mixed,Low,9,Easy [Corresponds to 'Hard' in PNAS],469.0,109.0,4.302752293577981,hK5XB3qCrd2N9Adf8,great,2021-03-25T19:24:33.310Z,great,1,5,1,"{'positive': 0.690561, 'negative': 0.06354396, 'neutral': 0.24589501}",joy
SB52rE4dAhGdTNNvM,1,High,Low,Low,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],461.0,61.0,7.557377049180328,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
whh3x6MaAhKrwRELN,1,High,Low,Low,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],453.0,104.0,4.355769230769231,NULL_SPEAKER,nan,NULL_TIME,nan,1,3,1,"{'positive': 0.22552367, 'negative': 0.09361119, 'neutral': 0.6808651}",neutral
qeqHCyqdFHtPA3rtG,1,High,Low,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],585.0,480.0,1.21875,m7erBWdqd25bCdJLs,nice,2021-03-25T19:19:05.249Z,nice,1,4,1,"{'positive': 0.6833011, 'negative': 0.06474684, 'neutral': 0.25195208}",neutral
qeqHCyqdFHtPA3rtG,1,High,Low,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],585.0,480.0,1.21875,JqZujLSfy2wmKkW4f,can i try something ill fix it if it doesnt work,2021-03-25T19:19:57.503Z,can i try something? i'll fix it if it doesn't work,11,48,1,"{'positive': 0.03266428, 'negative': 0.4502329, 'neutral': 0.5171028}",sadness
qeqHCyqdFHtPA3rtG,1,High,Low,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],585.0,480.0,1.21875,A26ZceGefgcHebW8p,do it,2021-03-25T19:20:20.233Z,do it,2,5,1,"{'positive': 0.27513584, 'negative': 0.13115256, 'neutral': 0.5937116}",neutral
